taxa;x;y
Danthonia alpina Vest;2717164;1085367
Danthonia alpina Vest;2717164;1085373
Danthonia alpina Vest;2717585;1085161
Danthonia alpina Vest;2717188;1085371
Danthonia alpina Vest;2717185;1085376
Danthonia alpina Vest;2717175;1085378
Danthonia alpina Vest;2717555;1085150
Danthonia alpina Vest;2717110;1085349
Danthonia alpina Vest;2717122;1085676
Danthonia alpina Vest;2717155;1085664
Danthonia alpina Vest;2717158;1085675
Danthonia alpina Vest;2717154;1085675
Danthonia alpina Vest;2717143;1085674
Danthonia alpina Vest;2717133;1085673
Danthonia alpina Vest;2717129;1085677
Danthonia alpina Vest;2717123;1085682
Danthonia alpina Vest;2717111;1085682
Danthonia alpina Vest;2717170;1085351
Danthonia alpina Vest;2717115;1085675
Danthonia alpina Vest;2717144;1085662
Danthonia alpina Vest;2717132;1085669
Danthonia alpina Vest;2717134;1085668
Danthonia alpina Vest;2717138;1085655
Danthonia alpina Vest;2717141;1085655
Danthonia alpina Vest;2717143;1085658
Danthonia alpina Vest;2717146;1085657
Danthonia alpina Vest;2717137;1085651
Danthonia alpina Vest;2717138;1085650
Danthonia alpina Vest;2717111;1085679
Danthonia alpina Vest;2717140;1085691
Danthonia alpina Vest;2717145;1085692
Danthonia alpina Vest;2717144;1085694
Danthonia alpina Vest;2717141;1085696
Danthonia alpina Vest;2717138;1085692
Danthonia alpina Vest;2717135;1085689
Danthonia alpina Vest;2717133;1085689
Danthonia alpina Vest;2717133;1085692
Danthonia alpina Vest;2717134;1085693
Danthonia alpina Vest;2717145;1085667
Danthonia alpina Vest;2717140;1085692
Danthonia alpina Vest;2717144;1085663
Danthonia alpina Vest;2717139;1085690
Danthonia alpina Vest;2717138;1085688
Danthonia alpina Vest;2717130;1085680
Danthonia alpina Vest;2717146;1085679
Danthonia alpina Vest;2717146;1085681
Danthonia alpina Vest;2717146;1085683
Danthonia alpina Vest;2717146;1085685
Danthonia alpina Vest;2717153;1085656
Danthonia alpina Vest;2717116;1085652
Danthonia alpina Vest;2717136;1085696
Danthonia alpina Vest;2717221;1085491
Danthonia alpina Vest;2717104;1085651
Danthonia alpina Vest;2717412;1085369
Danthonia alpina Vest;2717246;1085466
Danthonia alpina Vest;2717242;1085466
Danthonia alpina Vest;2717247;1085461
Danthonia alpina Vest;2717252;1085462
Danthonia alpina Vest;2717597;1085138
Danthonia alpina Vest;2717176;1085392
Danthonia alpina Vest;2717199;1085458
Danthonia alpina Vest;2717167;1085351
Danthonia alpina Vest;2717199;1085465
Danthonia alpina Vest;2717583;1085165
Danthonia alpina Vest;2717177;1085359
Danthonia alpina Vest;2717186;1085357
Danthonia alpina Vest;2717347;1085380
Danthonia alpina Vest;2717548;1085194
Danthonia alpina Vest;2717536;1085196
Danthonia alpina Vest;2717191;1085348
Danthonia alpina Vest;2717249;1085547
Danthonia alpina Vest;2717199;1085472
Danthonia alpina Vest;2717537;1085185
Danthonia alpina Vest;2717119;1085632
Danthonia alpina Vest;2717121;1085639
Danthonia alpina Vest;2717113;1085644
Danthonia alpina Vest;2717213;1085485
Danthonia alpina Vest;2717212;1085484
Danthonia alpina Vest;2717424;1085388
Danthonia alpina Vest;2717426;1085387
Danthonia alpina Vest;2717200;1085455
Danthonia alpina Vest;2717197;1085471
Danthonia alpina Vest;2717114;1085654
Danthonia alpina Vest;2717428;1085382
Danthonia alpina Vest;2717420;1085382
Danthonia alpina Vest;2717417;1085381
Danthonia alpina Vest;2717201;1085473
Danthonia alpina Vest;2717215;1085471
Danthonia alpina Vest;2717235;1085483
Danthonia alpina Vest;2717201;1085468
Danthonia alpina Vest;2717199;1085468
Danthonia alpina Vest;2717207;1085484
Danthonia alpina Vest;2717092;1085490
Danthonia alpina Vest;2717089;1085529
Danthonia alpina Vest;2717079;1085414
Danthonia alpina Vest;2717535;1085159
Danthonia alpina Vest;2717089;1085431
Danthonia alpina Vest;2717086;1085440
Danthonia alpina Vest;2717086;1085442
Danthonia alpina Vest;2717097;1085474
Danthonia alpina Vest;2717080;1085410
Danthonia alpina Vest;2717097;1085485
Danthonia alpina Vest;2717079;1085408
Danthonia alpina Vest;2717089;1085488
Danthonia alpina Vest;2717090;1085492
Danthonia alpina Vest;2717554;1085149
Danthonia alpina Vest;2717100;1085515
Danthonia alpina Vest;2717086;1085511
Danthonia alpina Vest;2717085;1085527
Danthonia alpina Vest;2717234;1085531
Danthonia alpina Vest;2717102;1085484
Danthonia alpina Vest;2717092;1085408
Danthonia alpina Vest;2717144;1085403
Danthonia alpina Vest;2717159;1085421
Danthonia alpina Vest;2717538;1085172
Danthonia alpina Vest;2717164;1085425
Danthonia alpina Vest;2717164;1085427
Danthonia alpina Vest;2717162;1085429
Danthonia alpina Vest;2717133;1085404
Danthonia alpina Vest;2717536;1085161
Danthonia alpina Vest;2717088;1085410
Danthonia alpina Vest;2717098;1085522
Danthonia alpina Vest;2717099;1085421
Danthonia alpina Vest;2717099;1085418
Danthonia alpina Vest;2717097;1085417
Danthonia alpina Vest;2717095;1085415
Danthonia alpina Vest;2717086;1085412
Danthonia alpina Vest;2717082;1085410
Danthonia alpina Vest;2717077;1085411
Danthonia alpina Vest;2717090;1085411
Danthonia alpina Vest;2717151;1085492
Danthonia alpina Vest;2717090;1085531
Danthonia alpina Vest;2717560;1085100
Danthonia alpina Vest;2717119;1085502
Danthonia alpina Vest;2717118;1085500
Danthonia alpina Vest;2717122;1085499
Danthonia alpina Vest;2717120;1085499
Danthonia alpina Vest;2717122;1085500
Danthonia alpina Vest;2717552;1085102
Danthonia alpina Vest;2717133;1085501
Danthonia alpina Vest;2717549;1085103
Danthonia alpina Vest;2717146;1085493
Danthonia alpina Vest;2717561;1085120
Danthonia alpina Vest;2717145;1085506
Danthonia alpina Vest;2717560;1085117
Danthonia alpina Vest;2717557;1085118
Danthonia alpina Vest;2717157;1085497
Danthonia alpina Vest;2717126;1085501
Danthonia alpina Vest;2717105;1085505
Danthonia alpina Vest;2717100;1085522
Danthonia alpina Vest;2717103;1085513
Danthonia alpina Vest;2717107;1085517
Danthonia alpina Vest;2717114;1085508
Danthonia alpina Vest;2717114;1085513
Danthonia alpina Vest;2717112;1085513
Danthonia alpina Vest;2717107;1085512
Danthonia alpina Vest;2717554;1085102
Danthonia alpina Vest;2717105;1085509
Danthonia alpina Vest;2717167;1085407
Danthonia alpina Vest;2717551;1085096
Danthonia alpina Vest;2717108;1085502
Danthonia alpina Vest;2717109;1085498
Danthonia alpina Vest;2717111;1085496
Danthonia alpina Vest;2717113;1085502
Danthonia alpina Vest;2717116;1085503
Danthonia alpina Vest;2717549;1085099
Danthonia alpina Vest;2717105;1085511
Danthonia alpina Vest;2717119;1085557
Danthonia alpina Vest;2717155;1085404
Danthonia alpina Vest;2717158;1085498
Danthonia alpina Vest;2717271;1085599
Danthonia alpina Vest;2717121;1085565
Danthonia alpina Vest;2717124;1085565
Danthonia alpina Vest;2717128;1085564
Danthonia alpina Vest;2717126;1085563
Danthonia alpina Vest;2717228;1085517
Danthonia alpina Vest;2717120;1085555
Danthonia alpina Vest;2717224;1085517
Danthonia alpina Vest;2717129;1085554
Danthonia alpina Vest;2717337;1085294
Danthonia alpina Vest;2717130;1085551
Danthonia alpina Vest;2717123;1085549
Danthonia alpina Vest;2717140;1085539
Danthonia alpina Vest;2717135;1085534
Danthonia alpina Vest;2717526;1085159
Danthonia alpina Vest;2717123;1085555
Danthonia alpina Vest;2717200;1085500
Danthonia alpina Vest;2717234;1085518
Danthonia alpina Vest;2717230;1085508
Danthonia alpina Vest;2717455;1085285
Danthonia alpina Vest;2717225;1085501
Danthonia alpina Vest;2717224;1085499
Danthonia alpina Vest;2717457;1085285
Danthonia alpina Vest;2717217;1085496
Danthonia alpina Vest;2717228;1085548
Danthonia alpina Vest;2717198;1085501
Danthonia alpina Vest;2717197;1085499
Danthonia alpina Vest;2717208;1085507
Danthonia alpina Vest;2717211;1085509
Danthonia alpina Vest;2717213;1085509
Danthonia alpina Vest;2717456;1085288
Danthonia alpina Vest;2717213;1085510
Danthonia alpina Vest;2717221;1085516
Danthonia alpina Vest;2717205;1085488
Danthonia alpina Vest;2717161;1085418
Danthonia alpina Vest;2717170;1085398
Danthonia alpina Vest;2717167;1085399
Danthonia alpina Vest;2717162;1085395
Danthonia alpina Vest;2717161;1085396
Danthonia alpina Vest;2717158;1085398
Danthonia alpina Vest;2717155;1085399
Danthonia alpina Vest;2717149;1085396
Danthonia alpina Vest;2717527;1085156
Danthonia alpina Vest;2717156;1085414
Danthonia alpina Vest;2717177;1085397
Danthonia alpina Vest;2717164;1085413
Danthonia alpina Vest;2717168;1085413
Danthonia alpina Vest;2717170;1085415
Danthonia alpina Vest;2717176;1085410
Danthonia alpina Vest;2717173;1085409
Danthonia alpina Vest;2717170;1085408
Danthonia alpina Vest;2717236;1085522
Danthonia alpina Vest;2717143;1085411
Danthonia alpina Vest;2717555;1085120
Danthonia alpina Vest;2717165;1085405
Danthonia alpina Vest;2717551;1085134
Danthonia alpina Vest;2717131;1085520
Danthonia alpina Vest;2717132;1085518
Danthonia alpina Vest;2717156;1085517
Danthonia alpina Vest;2717148;1085694
Danthonia alpina Vest;2717157;1085501
Danthonia alpina Vest;2717171;1085397
Danthonia alpina Vest;2717551;1085123
Danthonia alpina Vest;2717175;1085399
Danthonia alpina Vest;2717153;1085501
Danthonia alpina Vest;2717175;1085380
Danthonia alpina Vest;2717182;1085384
Danthonia alpina Vest;2717180;1085389
Danthonia alpina Vest;2717181;1085392
Danthonia alpina Vest;2717180;1085393
Danthonia alpina Vest;2717179;1085395
Danthonia alpina Vest;2717526;1085154
Danthonia alpina Vest;2717402;1085555
Danthonia alpina Vest;2717394;1085460
Danthonia alpina Vest;2717418;1085434
Danthonia alpina Vest;2717414;1085437
Danthonia alpina Vest;2717410;1085453
Danthonia alpina Vest;2717406;1085441
Danthonia alpina Vest;2717403;1085440
Danthonia alpina Vest;2717397;1085444
Danthonia alpina Vest;2717400;1085465
Danthonia alpina Vest;2717398;1085453
Danthonia alpina Vest;2717424;1085429
Danthonia alpina Vest;2717389;1085466
Danthonia alpina Vest;2717387;1085468
Danthonia alpina Vest;2717387;1085473
Danthonia alpina Vest;2717389;1085475
Danthonia alpina Vest;2717391;1085474
Danthonia alpina Vest;2717393;1085470
Danthonia alpina Vest;2717393;1085565
Danthonia alpina Vest;2717399;1085448
Danthonia alpina Vest;2717448;1085414
Danthonia alpina Vest;2717414;1085423
Danthonia alpina Vest;2717416;1085415
Danthonia alpina Vest;2717423;1085416
Danthonia alpina Vest;2717425;1085406
Danthonia alpina Vest;2717431;1085404
Danthonia alpina Vest;2717433;1085407
Danthonia alpina Vest;2717441;1085405
Danthonia alpina Vest;2717423;1085431
Danthonia alpina Vest;2717443;1085409
Danthonia alpina Vest;2717429;1085431
Danthonia alpina Vest;2717447;1085417
Danthonia alpina Vest;2717446;1085424
Danthonia alpina Vest;2717446;1085427
Danthonia alpina Vest;2717435;1085416
Danthonia alpina Vest;2717432;1085419
Danthonia alpina Vest;2717426;1085424
Danthonia alpina Vest;2717404;1085459
Danthonia alpina Vest;2717442;1085408
Danthonia alpina Vest;2717390;1085488
Danthonia alpina Vest;2717408;1085469
Danthonia alpina Vest;2717406;1085471
Danthonia alpina Vest;2717407;1085488
Danthonia alpina Vest;2717404;1085490
Danthonia alpina Vest;2717394;1085502
Danthonia alpina Vest;2717394;1085496
Danthonia alpina Vest;2717398;1085466
Danthonia alpina Vest;2717395;1085485
Danthonia alpina Vest;2717417;1085469
Danthonia alpina Vest;2717388;1085489
Danthonia alpina Vest;2717387;1085492
Danthonia alpina Vest;2717384;1085496
Danthonia alpina Vest;2717382;1085503
Danthonia alpina Vest;2717381;1085508
Danthonia alpina Vest;2717390;1085509
Danthonia alpina Vest;2717386;1085514
Danthonia alpina Vest;2717394;1085492
Danthonia alpina Vest;2717435;1085446
Danthonia alpina Vest;2717412;1085454
Danthonia alpina Vest;2717414;1085452
Danthonia alpina Vest;2717416;1085449
Danthonia alpina Vest;2717418;1085446
Danthonia alpina Vest;2717419;1085445
Danthonia alpina Vest;2717422;1085444
Danthonia alpina Vest;2717425;1085443
Danthonia alpina Vest;2717418;1085464
Danthonia alpina Vest;2717432;1085442
Danthonia alpina Vest;2717418;1085468
Danthonia alpina Vest;2717434;1085452
Danthonia alpina Vest;2717429;1085455
Danthonia alpina Vest;2717423;1085456
Danthonia alpina Vest;2717423;1085458
Danthonia alpina Vest;2717421;1085465
Danthonia alpina Vest;2717417;1085475
Danthonia alpina Vest;2717398;1085421
Danthonia alpina Vest;2717426;1085441
Danthonia alpina Vest;2717137;1085537
Danthonia alpina Vest;2717085;1085446
Danthonia alpina Vest;2717132;1085499
Danthonia alpina Vest;2717154;1085497
Danthonia alpina Vest;2717129;1085520
Danthonia alpina Vest;2717117;1085528
Danthonia alpina Vest;2717416;1085425
Danthonia alpina Vest;2717130;1085538
Danthonia alpina Vest;2717167;1085343
Danthonia alpina Vest;2717140;1085543
Danthonia alpina Vest;2717132;1085542
Danthonia alpina Vest;2717128;1085543
Danthonia alpina Vest;2717125;1085556
Danthonia alpina Vest;2717127;1085558
Danthonia alpina Vest;2717585;1085165
Danthonia alpina Vest;2717141;1085538
Danthonia alpina Vest;2717116;1085631
Danthonia alpina Vest;2717408;1085516
Danthonia alpina Vest;2717363;1085594
Danthonia alpina Vest;2717131;1085674
Danthonia alpina Vest;2717138;1085658
Danthonia alpina Vest;2717141;1085656
Danthonia alpina Vest;2717115;1085655
Danthonia alpina Vest;2717103;1085652
Danthonia alpina Vest;2717171;1085382
Danthonia alpina Vest;2717231;1085696
Danthonia alpina Vest;2717201;1085504
Danthonia alpina Vest;2717199;1085503
Danthonia alpina Vest;2717212;1085495
Danthonia alpina Vest;2717218;1085496
Danthonia alpina Vest;2717245;1085472
Danthonia alpina Vest;2717166;1085355
Danthonia alpina Vest;2717549;1085134
Danthonia alpina Vest;2717119;1085632
Danthonia alpina Vest;2717635;1085173
Danthonia alpina Vest;2717553;1085196
Danthonia alpina Vest;2717574;1085231
Danthonia alpina Vest;2717574;1085228
Danthonia alpina Vest;2717574;1085195
Danthonia alpina Vest;2717587;1085214
Danthonia alpina Vest;2717586;1085224
Danthonia alpina Vest;2717564;1085265
Danthonia alpina Vest;2717570;1085249
Danthonia alpina Vest;2717569;1085229
Danthonia alpina Vest;2717629;1085216
Danthonia alpina Vest;2717372;1085470
Danthonia alpina Vest;2717392;1085445
Danthonia alpina Vest;2717394;1085442
Danthonia alpina Vest;2717395;1085439
Danthonia alpina Vest;2717384;1085522
Danthonia alpina Vest;2717610;1085175
Danthonia alpina Vest;2717374;1085502
Danthonia alpina Vest;2717408;1085426
Danthonia alpina Vest;2717529;1085166
Danthonia alpina Vest;2717334;1085295
Danthonia alpina Vest;2717351;1085373
Danthonia alpina Vest;2717397;1085346
Danthonia alpina Vest;2717571;1085259
Danthonia alpina Vest;2717362;1085505
Danthonia alpina Vest;2717565;1085150
Danthonia alpina Vest;2717375;1085488
Danthonia alpina Vest;2717365;1085493
Danthonia alpina Vest;2717623;1084970
Danthonia alpina Vest;2717693;1084967
Danthonia alpina Vest;2717549;1085275
Danthonia alpina Vest;2717434;1085394
Danthonia alpina Vest;2717349;1085607
Danthonia alpina Vest;2717431;1085515
Danthonia alpina Vest;2717348;1085610
Danthonia alpina Vest;2717390;1085582
Danthonia alpina Vest;2717355;1085600
Danthonia alpina Vest;2717357;1085598
Danthonia alpina Vest;2717364;1085597
Danthonia alpina Vest;2717329;1085599
Danthonia alpina Vest;2717351;1085606
Danthonia alpina Vest;2717352;1085608
Danthonia alpina Vest;2717353;1085609
Danthonia alpina Vest;2717350;1085609
Danthonia alpina Vest;2717409;1085551
Danthonia alpina Vest;2717385;1085517
Danthonia alpina Vest;2717429;1085518
Danthonia alpina Vest;2717423;1085521
Danthonia alpina Vest;2717423;1085524
Danthonia alpina Vest;2717412;1085538
Danthonia alpina Vest;2717413;1085539
Danthonia alpina Vest;2717409;1085536
Danthonia alpina Vest;2717409;1085548
Danthonia alpina Vest;2717388;1085581
Danthonia alpina Vest;2717405;1085557
Danthonia alpina Vest;2717096;1085507
Danthonia alpina Vest;2717398;1085555
Danthonia alpina Vest;2717426;1085399
Danthonia alpina Vest;2717396;1085575
Danthonia alpina Vest;2717399;1085582
Danthonia alpina Vest;2717361;1085603
Danthonia alpina Vest;2717409;1085538
Danthonia alpina Vest;2717226;1085702
Danthonia alpina Vest;2717356;1085606
Danthonia alpina Vest;2717329;1085668
Danthonia alpina Vest;2717333;1085677
Danthonia alpina Vest;2717314;1085710
Danthonia alpina Vest;2717314;1085715
Danthonia alpina Vest;2717210;1085691
Danthonia alpina Vest;2717210;1085691
Danthonia alpina Vest;2717326;1085667
Danthonia alpina Vest;2717226;1085701
Danthonia alpina Vest;2717341;1085655
Danthonia alpina Vest;2717226;1085703
Danthonia alpina Vest;2717230;1085695
Danthonia alpina Vest;2717228;1085696
Danthonia alpina Vest;2717223;1085709
Danthonia alpina Vest;2717222;1085706
Danthonia alpina Vest;2717225;1085706
Danthonia alpina Vest;2717224;1085701
Danthonia alpina Vest;2717352;1085619
Danthonia alpina Vest;2717431;1085510
Danthonia alpina Vest;2717367;1085602
Danthonia alpina Vest;2717368;1085600
Danthonia alpina Vest;2717369;1085610
Danthonia alpina Vest;2717367;1085612
Danthonia alpina Vest;2717357;1085625
Danthonia alpina Vest;2717356;1085622
Danthonia alpina Vest;2717328;1085667
Danthonia alpina Vest;2717355;1085618
Danthonia alpina Vest;2717359;1085606
Danthonia alpina Vest;2717334;1085626
Danthonia alpina Vest;2717347;1085611
Danthonia alpina Vest;2717353;1085613
Danthonia alpina Vest;2717346;1085621
Danthonia alpina Vest;2717345;1085623
Danthonia alpina Vest;2717336;1085627
Danthonia alpina Vest;2717343;1085635
Danthonia alpina Vest;2717356;1085620
Danthonia alpina Vest;2717400;1085530
Danthonia alpina Vest;2717382;1085552
Danthonia alpina Vest;2717390;1085550
Danthonia alpina Vest;2717395;1085548
Danthonia alpina Vest;2717401;1085544
Danthonia alpina Vest;2717403;1085547
Danthonia alpina Vest;2717403;1085541
Danthonia alpina Vest;2717429;1085515
Danthonia alpina Vest;2717398;1085531
Danthonia alpina Vest;2717382;1085573
Danthonia alpina Vest;2717399;1085527
Danthonia alpina Vest;2717398;1085522
Danthonia alpina Vest;2717398;1085520
Danthonia alpina Vest;2717399;1085519
Danthonia alpina Vest;2717401;1085517
Danthonia alpina Vest;2717403;1085506
Danthonia alpina Vest;2717420;1085493
Danthonia alpina Vest;2717402;1085540
Danthonia alpina Vest;2717373;1085581
Danthonia alpina Vest;2717226;1085709
Danthonia alpina Vest;2717384;1085525
Danthonia alpina Vest;2717387;1085527
Danthonia alpina Vest;2717382;1085549
Danthonia alpina Vest;2717382;1085550
Danthonia alpina Vest;2717388;1085535
Danthonia alpina Vest;2717383;1085534
Danthonia alpina Vest;2717383;1085567
Danthonia alpina Vest;2717380;1085576
Danthonia alpina Vest;2717383;1085571
Danthonia alpina Vest;2717382;1085551
Danthonia alpina Vest;2717375;1085585
Danthonia alpina Vest;2717379;1085583
Danthonia alpina Vest;2717381;1085582
Danthonia alpina Vest;2717381;1085579
Danthonia alpina Vest;2717383;1085577
Danthonia alpina Vest;2717421;1085510
Danthonia alpina Vest;2717378;1085534
Danthonia alpina Vest;2717431;1085469
Danthonia alpina Vest;2717425;1085507
Danthonia alpina Vest;2717412;1085487
Danthonia alpina Vest;2717417;1085481
Danthonia alpina Vest;2717421;1085481
Danthonia alpina Vest;2717422;1085480
Danthonia alpina Vest;2717422;1085477
Danthonia alpina Vest;2717424;1085474
Danthonia alpina Vest;2717410;1085499
Danthonia alpina Vest;2717431;1085463
Danthonia alpina Vest;2717410;1085496
Danthonia alpina Vest;2717430;1085472
Danthonia alpina Vest;2717435;1085478
Danthonia alpina Vest;2717438;1085481
Danthonia alpina Vest;2717435;1085490
Danthonia alpina Vest;2717436;1085493
Danthonia alpina Vest;2717434;1085498
Danthonia alpina Vest;2717432;1085506
Danthonia alpina Vest;2717428;1085464
Danthonia alpina Vest;2717409;1085513
Danthonia alpina Vest;2717385;1085520
Danthonia alpina Vest;2717413;1085516
Danthonia alpina Vest;2717411;1085516
Danthonia alpina Vest;2717414;1085522
Danthonia alpina Vest;2717412;1085523
Danthonia alpina Vest;2717411;1085523
Danthonia alpina Vest;2717405;1085524
Danthonia alpina Vest;2717411;1085500
Danthonia alpina Vest;2717409;1085517
Danthonia alpina Vest;2717424;1085509
Danthonia alpina Vest;2717413;1085508
Danthonia alpina Vest;2717412;1085507
Danthonia alpina Vest;2717410;1085509
Danthonia alpina Vest;2717407;1085508
Danthonia alpina Vest;2717408;1085505
Danthonia alpina Vest;2717408;1085504
Danthonia alpina Vest;2717408;1085501
Danthonia alpina Vest;2717407;1085521
Danthonia alpina Vest;2717653;1084930
Danthonia alpina Vest;2717637;1084984
Danthonia alpina Vest;2717638;1084987
Danthonia alpina Vest;2717639;1084990
Danthonia alpina Vest;2717635;1085005
Danthonia alpina Vest;2717639;1084996
Danthonia alpina Vest;2717640;1084996
Danthonia alpina Vest;2717644;1085000
Danthonia alpina Vest;2717646;1085002
Danthonia alpina Vest;2717648;1085004
Danthonia alpina Vest;2717649;1085005
Danthonia alpina Vest;2717652;1085007
Danthonia alpina Vest;2717699;1084963
Danthonia alpina Vest;2717656;1084953
Danthonia alpina Vest;2717640;1085014
Danthonia alpina Vest;2717652;1084928
Danthonia alpina Vest;2717376;1085609
Danthonia alpina Vest;2717665;1084916
Danthonia alpina Vest;2717654;1084930
Danthonia alpina Vest;2717662;1084927
Danthonia alpina Vest;2717659;1084950
Danthonia alpina Vest;2717650;1085010
Danthonia alpina Vest;2717677;1084929
Danthonia alpina Vest;2717686;1084952
Danthonia alpina Vest;2717610;1084983
Danthonia alpina Vest;2717650;1084995
Danthonia alpina Vest;2717616;1084996
Danthonia alpina Vest;2717597;1084976
Danthonia alpina Vest;2717593;1084976
Danthonia alpina Vest;2717619;1084976
Danthonia alpina Vest;2717620;1084980
Danthonia alpina Vest;2717618;1084980
Danthonia alpina Vest;2717645;1084984
Danthonia alpina Vest;2717618;1084995
Danthonia alpina Vest;2717642;1085012
Danthonia alpina Vest;2717613;1085000
Danthonia alpina Vest;2717616;1085010
Danthonia alpina Vest;2717618;1085010
Danthonia alpina Vest;2717616;1085018
Danthonia alpina Vest;2717630;1085021
Danthonia alpina Vest;2717631;1085023
Danthonia alpina Vest;2717632;1085023
Danthonia alpina Vest;2717642;1085031
Danthonia alpina Vest;2717640;1085026
Danthonia alpina Vest;2717642;1085020
Danthonia alpina Vest;2717639;1085016
Danthonia alpina Vest;2717695;1084966
Danthonia alpina Vest;2717617;1084983
Danthonia alpina Vest;2717088;1085657
Danthonia alpina Vest;2717542;1085283
Danthonia alpina Vest;2717544;1085282
Danthonia alpina Vest;2717554;1085282
Danthonia alpina Vest;2717550;1085286
Danthonia alpina Vest;2717550;1085278
Danthonia alpina Vest;2717552;1085278
Danthonia alpina Vest;2717555;1085275
Danthonia alpina Vest;2717318;1085706
Danthonia alpina Vest;2717103;1085671
Danthonia alpina Vest;2717104;1085677
Danthonia alpina Vest;2717104;1085662
Danthonia alpina Vest;2717704;1084960
Danthonia alpina Vest;2717093;1085656
Danthonia alpina Vest;2717548;1085264
Danthonia alpina Vest;2717088;1085659
Danthonia alpina Vest;2717089;1085662
Danthonia alpina Vest;2717094;1085661
Danthonia alpina Vest;2717099;1085652
Danthonia alpina Vest;2717092;1085658
Danthonia alpina Vest;2717088;1085657
Danthonia alpina Vest;2717085;1085658
Danthonia alpina Vest;2717080;1085659
Danthonia alpina Vest;2717076;1085663
Danthonia alpina Vest;2717377;1085607
Danthonia alpina Vest;2717389;1085432
Danthonia alpina Vest;2717095;1085499
Danthonia alpina Vest;2717537;1085274
Danthonia alpina Vest;2717693;1084974
Danthonia alpina Vest;2717668;1085029
Danthonia alpina Vest;2717669;1085031
Danthonia alpina Vest;2717666;1085039
Danthonia alpina Vest;2717519;1085264
Danthonia alpina Vest;2717524;1085268
Danthonia alpina Vest;2717528;1085277
Danthonia alpina Vest;2717531;1085280
Danthonia alpina Vest;2717549;1085272
Danthonia alpina Vest;2717535;1085276
Danthonia alpina Vest;2717546;1085268
Danthonia alpina Vest;2717540;1085271
Danthonia alpina Vest;2717540;1085269
Danthonia alpina Vest;2717529;1085265
Danthonia alpina Vest;2717525;1085264
Danthonia alpina Vest;2717529;1085247
Danthonia alpina Vest;2717529;1085245
Danthonia alpina Vest;2717535;1085225
Danthonia alpina Vest;2717539;1085232
Danthonia alpina Vest;2717541;1085237
Danthonia alpina Vest;2717543;1085241
Danthonia alpina Vest;2717543;1085244
Danthonia alpina Vest;2717645;1084916
Danthonia alpina Vest;2717533;1085280
Danthonia alpina Vest;2717582;1085181
Danthonia alpina Vest;2717596;1085221
Danthonia alpina Vest;2717567;1085208
Danthonia alpina Vest;2717565;1085229
Danthonia alpina Vest;2717568;1085236
Danthonia alpina Vest;2717569;1085251
Danthonia alpina Vest;2717568;1085272
Danthonia alpina Vest;2717567;1085282
Danthonia alpina Vest;2717575;1085281
Danthonia alpina Vest;2717571;1085257
Danthonia alpina Vest;2717573;1085251
Danthonia alpina Vest;2717570;1085250
Danthonia alpina Vest;2717574;1085210
Danthonia alpina Vest;2717552;1085265
Danthonia alpina Vest;2717579;1085183
Danthonia alpina Vest;2717554;1085269
Danthonia alpina Vest;2717586;1085244
Danthonia alpina Vest;2717587;1085279
Danthonia alpina Vest;2717573;1085281
Danthonia alpina Vest;2717566;1085264
Danthonia alpina Vest;2717572;1085258
Danthonia alpina Vest;2717574;1085257
Danthonia alpina Vest;2717576;1085257
Danthonia alpina Vest;2717581;1085259
Danthonia alpina Vest;2717577;1085259
Danthonia alpina Vest;2717578;1085263
Danthonia alpina Vest;2717580;1085262
Danthonia alpina Vest;2717592;1085257
Danthonia alpina Vest;2717574;1085199
Danthonia alpina Vest;2717377;1085482
Danthonia alpina Vest;2717388;1085441
Danthonia alpina Vest;2717390;1085444
Danthonia alpina Vest;2717385;1085446
Danthonia alpina Vest;2717358;1085515
Danthonia alpina Vest;2717367;1085518
Danthonia alpina Vest;2717366;1085520
Danthonia alpina Vest;2717369;1085523
Danthonia alpina Vest;2717371;1085527
Danthonia alpina Vest;2717373;1085526
Danthonia alpina Vest;2717654;1084932
Danthonia alpina Vest;2717371;1085511
Danthonia alpina Vest;2717571;1085193
Danthonia alpina Vest;2717371;1085481
Danthonia alpina Vest;2717378;1085493
Danthonia alpina Vest;2717381;1085469
Danthonia alpina Vest;2717371;1085474
Danthonia alpina Vest;2717368;1085479
Danthonia alpina Vest;2717370;1085482
Danthonia alpina Vest;2717324;1085562
Danthonia alpina Vest;2717324;1085560
Danthonia alpina Vest;2717327;1085559
Danthonia alpina Vest;2717321;1085584
Danthonia alpina Vest;2717319;1085575
Danthonia alpina Vest;2717313;1085557
Danthonia alpina Vest;2717310;1085558
Danthonia alpina Vest;2717555;1085270
Danthonia alpina Vest;2717371;1085486
Danthonia alpina Vest;2717633;1084952
Danthonia alpina Vest;2717634;1085154
Danthonia alpina Vest;2717571;1084952
Danthonia alpina Vest;2717623;1084941
Danthonia alpina Vest;2717624;1084940
Danthonia alpina Vest;2717607;1084934
Danthonia alpina Vest;2717609;1084933
Danthonia alpina Vest;2717626;1084951
Danthonia alpina Vest;2717624;1084947
Danthonia alpina Vest;2717631;1084951
Danthonia alpina Vest;2717635;1084961
Danthonia alpina Vest;2717640;1084914
Danthonia alpina Vest;2717643;1084920
Danthonia alpina Vest;2717646;1084926
Danthonia alpina Vest;2717631;1084978
Danthonia alpina Vest;2717629;1084977
Danthonia alpina Vest;2717630;1084974
